State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,10/01/2014,1200,3552,3401,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,28/01/2014,3500,3500,3500,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,08/02/2014,2611,3750,2800,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,11/02/2014,3500,3757,3641,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,13/02/2014,3538,3740,3600,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,16/02/2014,3000,3676,3550,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,07/03/2014,3600,4041,3900,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,25/05/2014,3850,4350,4150,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Other,FAQ,17/06/2014,3500,3891,3850,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,08/03/2014,3600,4190,4050,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,23/04/2014,4000,4140,4050,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,25/04/2014,4307,4307,4307,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,03/05/2014,3850,4390,4180,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,06/05/2014,3600,4370,4200,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,09/05/2014,4070,4510,4300,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,21/05/2014,4001,4341,4105,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,21/06/2014,3500,3800,3750,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,24/06/2014,3000,3667,3550,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,24/07/2014,3470,3929,3750,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,25/07/2014,3500,3870,3700,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,05/08/2014,3700,3700,3700,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,20/08/2014,3400,3400,3400,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,29/10/2014,2600,2913,2850,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,01/11/2014,2750,3080,2840,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,13/11/2014,2800,3075,3050,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,14/11/2014,2800,3076,3050,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,15/11/2014,2800,3066,3050,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,04/12/2014,2900,3172,3100,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,10/12/2014,2000,3178,3051,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,17/12/2014,2900,3170,3150,13
"Madhya Pradesh",Rajgarh,Sarangpur,Soyabean,Yellow,FAQ,24/12/2014,3000,3301,3200,13
"Madhya Pradesh",Guna,Raghogarh,Soyabean,Yellow,FAQ,08/12/2014,2860,3286,3250,13
"Madhya Pradesh",Guna,Raghogarh,Soyabean,Yellow,FAQ,11/12/2014,3200,3297,3260,13
"Madhya Pradesh",Guna,Raghogarh,Soyabean,Yellow,FAQ,17/12/2014,3174,3174,3174,13
"Madhya Pradesh",Guna,Raghogarh,Soyabean,Yellow,FAQ,18/12/2014,2995,3270,3200,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,08/01/2014,3116,3300,3250,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,13/10/2014,2581,2781,2762,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,16/10/2014,2401,2890,2726,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,17/10/2014,2250,2941,2800,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,18/10/2014,2375,2913,2775,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,28/10/2014,2750,3192,2861,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,31/10/2014,2956,3090,3025,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,03/11/2014,3000,3166,3090,13
"Madhya Pradesh",Gwalior,Dabra,Soyabean,Yellow,FAQ,07/11/2014,3000,3135,3100,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,01/07/2014,3750,3750,3750,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,16/08/2014,2900,2900,2900,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,15/10/2014,2400,2455,2400,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,21/10/2014,2700,2700,2700,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,01/11/2014,2950,3050,3000,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,08/11/2014,2995,2995,2995,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,11/11/2014,2981,3001,2981,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,17/11/2014,2800,2800,2800,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,25/11/2014,3066,3066,3066,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Other,FAQ,04/12/2014,2900,2900,2900,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Soyabeen,FAQ,06/01/2014,3305,3305,3305,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Soyabeen,FAQ,10/01/2014,3205,3380,3205,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Soyabeen,FAQ,29/01/2014,3400,3420,3410,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Soyabeen,FAQ,31/01/2014,3000,3000,3000,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Yellow,FAQ,05/12/2014,2885,3085,2885,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Yellow,FAQ,08/12/2014,3040,3040,3040,13
"Madhya Pradesh",Gwalior,Lashkar,Soyabean,Yellow,FAQ,26/12/2014,3000,3000,3000,13
"Madhya Pradesh",Harda,Harda,Soyabean,Other,FAQ,29/01/2014,2300,3720,3550,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,03/01/2014,2500,3910,3375,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,07/01/2014,2600,3969,3350,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,10/01/2014,2375,3600,3300,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,11/01/2014,2600,3640,3325,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,23/01/2014,3650,3690,3665,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,25/01/2014,3435,3631,3550,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,04/02/2014,2400,3799,3550,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,05/02/2014,2400,3775,3550,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,08/02/2014,2300,3780,3500,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,10/02/2014,2400,3800,3500,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,14/03/2014,3050,3970,3750,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,19/03/2014,3600,3970,3770,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,20/03/2014,3750,3980,3875,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,25/03/2014,3050,3950,3800,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,11/04/2014,3500,4110,4000,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,19/04/2014,3500,4160,3975,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,23/04/2014,3890,4107,4107,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,06/05/2014,4000,4516,4350,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,12/05/2014,4050,4463,4450,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,16/05/2014,2000,4300,4000,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,19/05/2014,3800,4350,4100,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,20/05/2014,3950,4236,4050,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,04/06/2014,1900,3895,3725,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,19/06/2014,3000,3781,3550,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,02/07/2014,3000,3925,3800,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,30/07/2014,3000,4015,3800,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,20/08/2014,2700,3620,3500,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,28/08/2014,2500,3530,3300,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,03/09/2014,2900,3371,3200,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,12/09/2014,2900,3363,3140,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,15/09/2014,3000,3380,3180,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,29/09/2014,2600,3116,3000,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,07/10/2014,2100,2920,2600,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,09/10/2014,2200,2940,2570,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,11/10/2014,2200,2853,2500,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,17/10/2014,2400,3000,2700,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,30/10/2014,2400,3171,2850,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,05/11/2014,2400,3100,2800,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,11/11/2014,2500,3048,2800,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,15/11/2014,2500,3180,2880,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,04/12/2014,2000,3136,3070,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,06/12/2014,2500,3175,3060,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,10/12/2014,2600,3184,3050,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,12/12/2014,2600,3164,3025,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,26/12/2014,2650,3224,3120,13
"Madhya Pradesh",Harda,Harda,Soyabean,Yellow,FAQ,29/12/2014,2750,3338,3150,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,03/01/2014,2935,3810,3570,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,04/01/2014,2750,3750,3556,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,06/01/2014,3000,3650,3350,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,09/01/2014,2500,3528,3250,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,17/01/2014,2891,3700,3440,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,22/01/2014,3151,3681,3500,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,06/02/2014,2940,3851,3600,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,08/02/2014,2601,3800,3455,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,15/02/2014,2801,3745,3510,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,18/02/2014,2900,3771,3510,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,07/03/2014,3400,4051,3950,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,12/03/2014,3300,4002,3850,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,16/04/2014,3600,4240,4000,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,06/05/2014,3600,4641,4477,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,07/05/2014,3500,4617,4440,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,12/05/2014,3950,4611,4501,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,21/05/2014,3000,4450,4350,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,30/05/2014,3000,4290,4150,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,18/06/2014,3000,4000,3865,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,19/06/2014,3400,3901,3810,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Local,FAQ,20/06/2014,3500,3990,3750,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,31/07/2014,3200,3975,3825,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,01/08/2014,3526,3800,3770,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,02/08/2014,3530,3810,3750,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,08/08/2014,3600,3800,3750,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,21/08/2014,3000,3633,3550,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,09/09/2014,2702,3210,3170,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,15/09/2014,3150,3300,3275,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,30/09/2014,2300,3050,2950,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,10/10/2014,2500,2903,2825,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,17/10/2014,2100,2989,2771,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,27/10/2014,2200,2940,2780,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,30/10/2014,2600,3200,2980,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,31/10/2014,2700,3151,2950,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,14/11/2014,2800,3122,3060,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,15/11/2014,2800,3110,3025,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,19/11/2014,2850,3170,3050,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,20/11/2014,2900,3170,3040,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,25/11/2014,2900,3240,3165,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,29/11/2014,2900,3160,3010,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,05/12/2014,2900,3200,3050,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,06/12/2014,2900,3250,3150,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,20/12/2014,2830,3180,3125,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,23/12/2014,2950,3200,3125,13
"Madhya Pradesh",Harda,Khirakiya,Soyabean,Yellow,FAQ,27/12/2014,3000,3380,3220,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,04/04/2014,3000,4101,3675,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,09/04/2014,3601,4200,3780,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,19/04/2014,2900,4140,3900,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,10/05/2014,3500,4531,4400,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,12/05/2014,3000,4521,4250,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,26/05/2014,3000,4100,3725,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,11/06/2014,2800,3750,3615,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,12/06/2014,2900,3800,3610,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,05/07/2014,2801,3880,3620,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,24/07/2014,4100,4100,4100,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,04/08/2014,3000,3834,3600,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,14/08/2014,3000,3717,3625,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,21/08/2014,2500,3590,3480,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,27/08/2014,2450,3547,3480,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,12/09/2014,2100,3325,3200,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,13/09/2014,2102,3339,3210,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,18/09/2014,2001,3410,3310,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,20/09/2014,1800,3201,3150,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,01/10/2014,2901,3170,3050,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,09/10/2014,2100,2973,2880,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,14/10/2014,2096,2900,2602,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,17/10/2014,1850,3020,2710,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,20/10/2014,1900,3010,2610,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,10/11/2014,1900,3140,2680,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,26/11/2014,2310,3240,2950,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,11/12/2014,1840,3240,2725,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,17/12/2014,2000,3090,2640,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,18/12/2014,1960,3141,2650,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,26/12/2014,2000,3371,2800,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Other,FAQ,29/12/2014,2106,3405,2800,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Yellow,FAQ,04/01/2014,1800,3800,3500,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Yellow,FAQ,10/02/2014,2030,3801,3550,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Yellow,FAQ,13/02/2014,2200,3800,3460,13
"Madhya Pradesh",Harda,Timarni,Soyabean,Yellow,FAQ,17/02/2014,2000,3861,3475,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,01/01/2014,2600,3823,3500,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,02/01/2014,3200,3746,3361,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,16/01/2014,2300,3625,3391,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,24/01/2014,3750,3750,3750,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,27/01/2014,3501,3830,3699,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,06/03/2014,3400,4006,3771,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,11/03/2014,2600,4100,3760,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,20/03/2014,3091,4015,3890,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,25/04/2014,3700,4271,4161,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,30/04/2014,4050,4446,4380,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,10/05/2014,3200,4400,4001,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,13/05/2014,2568,4445,4251,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,21/05/2014,3900,4155,4075,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,26/05/2014,4001,4150,4100,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,27/05/2014,3300,4070,3950,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,07/06/2014,3200,3775,3401,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,09/06/2014,3500,4500,3751,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,10/06/2014,2500,3700,3600,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,12/06/2014,3350,3661,3500,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,14/06/2014,3500,3725,3650,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,23/06/2014,3256,3700,3600,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,05/07/2014,3000,3681,3480,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,07/07/2014,3101,3767,3650,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,05/08/2014,3000,3827,3775,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,21/08/2014,3000,3600,3527,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,28/08/2014,3175,3456,3342,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,29/08/2014,2951,3365,3330,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,05/09/2014,2801,3230,3181,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,08/09/2014,2900,3263,3211,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,13/09/2014,2850,3270,3100,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,18/09/2014,3050,3376,3261,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,19/09/2014,2700,3210,3150,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,22/09/2014,2440,3101,3026,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,30/09/2014,2675,3059,2981,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,01/10/2014,1899,3071,2850,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,10/10/2014,2200,2800,2625,13
"Madhya Pradesh",Hoshangabad,Banapura,Soyabean,Yellow,FAQ,14/10/2014,2181,2722,2502,13
